product_name,product_price,product_url
"FORES 森林飼養箱材料貓玩偶6件套, 混色",$174,https://www.tw.coupang.com/products/FORES-%E6%A3%AE%E6%9E%97%E9%A3%BC%E9%A4%8A%E7%AE%B1%E6%9D%90%E6%96%99%E8%B2%93%E7%8E%A9%E5%81%B66%E4%BB%B6%E5%A5%97-21004547450890?itemId=21005514277542&vendorItemId=21072813839954&sourceType=search&rank=&searchId=c91fb8b8424340c1b463b42d03bd1596&q=%E9%A3%BC%E9%A4%8A%E7%AE%B1
"2格溫濕度計壓克力爬蟲類飼養箱, 單色, 1個",$751,https://www.tw.coupang.com/products/2%E6%A0%BC%E6%BA%AB%E6%BF%95%E5%BA%A6%E8%A8%88%E5%A3%93%E5%85%8B%E5%8A%9B%E7%88%AC%E8%9F%B2%E9%A1%9E%E9%A3%BC%E9%A4%8A%E7%AE%B1-21001999921856?itemId=21003403498559&vendorItemId=21071390116647&sourceType=search&rank=1&searchId=c91fb8b8424340c1b463b42d03bd1596&q=%E9%A3%BC%E9%A4%8A%E7%AE%B1
"PEST7 凝膠蟑螂蟲劑 40g + 食物帽 30p + 粘性 5p, 1套",$623,https://www.tw.coupang.com/products/PEST7-%E5%87%9D%E8%86%A0%E8%9F%91%E8%9E%82%E8%9F%B2%E5%8A%91-40g-%2B-%E9%A3%9F%E7%89%A9%E5%B8%BD-30p-%2B-%E7%B2%98%E6%80%A7-5p-21002175266033?itemId=21003701445994&vendorItemId=21071686732601&sourceType=search&rank=2&searchId=c91fb8b8424340c1b463b42d03bd1596&q=%E9%A3%BC%E9%A4%8A%E7%AE%B1
"邁克爬行動物飼養箱 C103, 1型, 1個",$256,https://www.tw.coupang.com/products/%E9%82%81%E5%85%8B%E7%88%AC%E8%A1%8C%E5%8B%95%E7%89%A9%E9%A3%BC%E9%A4%8A%E7%AE%B1-C103-21001951874692?itemId=21003315642798&vendorItemId=21071302522201&sourceType=search&rank=3&searchId=c91fb8b8424340c1b463b42d03bd1596&q=%E9%A3%BC%E9%A4%8A%E7%AE%B1
"貓角色動物公仔 5入, 混色",$158,https://www.tw.coupang.com/products/%E8%B2%93%E8%A7%92%E8%89%B2%E5%8B%95%E7%89%A9%E5%85%AC%E4%BB%94-5%E5%85%A5-21002129122847?itemId=21003613616470&vendorItemId=21071599251285&sourceType=search&rank=4&searchId=c91fb8b8424340c1b463b42d03bd1596&q=%E9%A3%BC%E9%A4%8A%E7%AE%B1
"壽司貓動物公仔 5入, 混色",$225,https://www.tw.coupang.com/products/%E5%A3%BD%E5%8F%B8%E8%B2%93%E5%8B%95%E7%89%A9%E5%85%AC%E4%BB%94-5%E5%85%A5-21002129122548?itemId=21003613616146&vendorItemId=21071599251015&sourceType=search&rank=5&searchId=c91fb8b8424340c1b463b42d03bd1596&q=%E9%A3%BC%E9%A4%8A%E7%AE%B1
"FORES 貓動物公仔 6入, 綠色",$297,https://www.tw.coupang.com/products/FORES-%E8%B2%93%E5%8B%95%E7%89%A9%E5%85%AC%E4%BB%94-6%E5%85%A5-21002129122953?itemId=21003613616558&vendorItemId=21071599251397&sourceType=search&rank=6&searchId=c91fb8b8424340c1b463b42d03bd1596&q=%E9%A3%BC%E9%A4%8A%E7%AE%B1
"FORES 貓公仔組 9入, 橘子",$194,https://www.tw.coupang.com/products/FORES-%E8%B2%93%E5%85%AC%E4%BB%94%E7%B5%84-9%E5%85%A5-21002129123225?itemId=21003613616907&vendorItemId=21071599251847&sourceType=search&rank=7&searchId=c91fb8b8424340c1b463b42d03bd1596&q=%E9%A3%BC%E9%A4%8A%E7%AE%B1
"寵物飼養箱 L號, 混合顏色, 1個",$226,https://www.tw.coupang.com/products/%E5%AF%B5%E7%89%A9%E9%A3%BC%E9%A4%8A%E7%AE%B1-L%E8%99%9F-21000128109845?itemId=21000377325885&vendorItemId=21071045141614&sourceType=search&rank=8&searchId=c91fb8b8424340c1b463b42d03bd1596&q=%E9%A3%BC%E9%A4%8A%E7%AE%B1
"邁克爬行動物飼養箱 C103, 類型 2, 1個",$256,https://www.tw.coupang.com/products/%E9%82%81%E5%85%8B%E7%88%AC%E8%A1%8C%E5%8B%95%E7%89%A9%E9%A3%BC%E9%A4%8A%E7%AE%B1-C103-21001951874692?itemId=21003315642796&vendorItemId=21071302522189&sourceType=search&rank=9&searchId=c91fb8b8424340c1b463b42d03bd1596&q=%E9%A3%BC%E9%A4%8A%E7%AE%B1
